ean13,source
9783502110187,wikidata
9783505140303,openfacts
9783518188965,openfacts
9783522459327,openfacts
9783527508457,openfacts
9783551086297,openfacts
9783551170989,openfacts
9783551655028,openfacts
9783551732217,openfacts
9783570177587,openfacts
9783570209042,openfacts
9783570313589,openfacts
9783570585610,wikidata
9783571026327,openfacts
9783596700691,openfacts
