ean13,source
9780600634362,openfacts
9780606638470,openfacts
9780618346240,openfacts
9780618346257,openfacts
9780618346264,openfacts
9780618346271,openfacts
9780620538978,item_master
9780645624564,openfacts
9780670090228,openfacts
9780670096336,openfacts
9780670312986,openfacts
9780670881468,openfacts
9780674270756,wikidata
9780679744726,openfacts
9780684831541,openfacts
9780684865133,openfacts
9780689852381,item_master
9780691228594,openfacts
9780692886519,openfacts
