ean13,description,created_at,modified_at
9791200702443,Green food almonds s,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9791201301614,Green food raisins,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9791207858990,Tomates farcies,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9791259570277,il fabbricante di lacrime,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9791280104311,Gabbie,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
