ean13,description,created_at,modified_at
9798363666919,Saarionen Moniviljapuuro,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9798370458538,Maison Vinaigrette IG. BAS,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
