ean13,description,created_at,modified_at
9798538614004,manuale per il brevetto,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9798593500014,Fulfil Chocolate Peanut Caramel Protein Bar,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
