ean13,description,created_at,modified_at
9783201379663,Carbonade flamande 1000 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783203776026,Bonbon,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783209095695,Mathematik verstehen 5 1pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783257247589,Diogenes Buch,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783292008541,MATHWELT 2 1,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
