ean13,description,created_at,modified_at
9788901126449,웅진북클럽,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9788996144601,(주)이앤오즈 톡톡톡실용영어 54,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
