ean13,description,created_at,modified_at
7070060062433,Aceituna verde rellena de Guindilla,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097016478,TAGA FOODS AS Serrano Skinke,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097016713,Tanga Fuet Spekeskinke,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097016737,Taga Foods salchion extra 225 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097017123,TAGA FOODS AS Taga Chorizo Extra Picante Spekepølse 225g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097017208,TAGA FOODS AS Taga Classic Serrano 240g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097017215,TAGA FOODS AS Taga Classic Serrano Skivet 55g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075314,Taga Chorizo Spekepølse,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075321,TAGA FOODS AS Spekepølse,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075734,Lille Skinkefabrikk Salami Toscana,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075796,Taga Spansk serrano,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075802,Taga Spansk Chorizo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075819,Hola Spansk Salami,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075888,TAGA FOODS AS Taga Salame Ventricina Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075901,TAGA FOODS AS Taga Salami Toscana Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097075918,TAGA FOODS AS Taga Gran Reserva Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097076021,TAGA FOODS AS Taga Salami Felino Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097076458,Taga Fabrikker Fuet Spansk Salami 80g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097076816,Taga Spekebrett,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097077028,TAGA FOODS AS Taga Serrano Gran Reserva 100g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097077462,Taga Greske Oliven med Urter 130g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097077486,Taga Foods Greske Oliven Med Urter Og Ost,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097077615,Taga Foods Hola classic serrano 240g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097077745,TAGA FOODS AS Taga Coppa Skinke 60g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078001,Taga Fabrikker Greske oliven med urter og hvitløk 130g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078100,Taga Greske Oliven Med Urter,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078117,Lille Skinke Fabrikk Prosciutto 145g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078599,TAGA FOODS AS Taga Chorizo Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078605,TAGA FOODS AS Taga Fuet Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078612,TAGA FOODS AS Taga Fennikel Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078650,TAGA FOODS AS Taga Napoli Avskjær 250g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078698,Lille Skinke Fabrikk Coppa Stagionata,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078704,Taga Fabrikker Sweet Pepper 110g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078834,TAGA FOODS AS Taga Chorizo 130g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097078933,Lille Skinkefabrikk Ferskpakket Spekebrett 120g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097079275,Taga Chorizo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097079732,Lille Skinkefabrikk Serrano Gran Reserva 149g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097079770,Taga Middelhavsmiks,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097080882,Lille Skinke Fabrikken Speke Skinke,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081018,Taga Chorizo picante,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081025,Taga Spekeskinke,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081322,TAGA Prosciutto Crudo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081452,Taga Serranoskinke 9-11 Mnd,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081650,TAGA SERRANO GRAN RESERVA,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081803,Taga Chorizo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081834,Taga Salami Milano,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081841,Taga Salame Napoli,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081858,Taga Prosciutto Crudo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081896,Taga Spansk Chorizo,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081940,Taga Østavind Ternet,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097081995,Taga Prosciutto Cotto Chiffonade,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097082015,Lille Skinkefabrikk Salame Milano,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097082060,Taga Foods AS Fuet Spekepølse,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097082169,Taga Proff Taga Serrano terning,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097510990,Lille Skinkefabrikk Spicy Salami Ventricana 80g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070097514387,TAGA Bacon Dadler,2026-09-19T01:01:43Z,2026-09-19T01:01:43Z
7070232616327,Bama blomster as s Nyttårsbukett Stor Nyttårsbukett Stor,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070232705205,Bama blomstertorget as Roser 50cm 10stk,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070292933723,"Anheuser-busch inbev norway as Corona Light 0,355lx6 flaske",2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070293082840,Boks energy Boks,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070293084257,Yuzu Zero Sugar 500 ml,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070334975995,Vibe by Voe The Healthy Vibe Hibiscus,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070439008017,FOODBROKER AS Gourmet Line Grønne Oliven 650g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070439008024,FOODBROKER AS Gourmet Line Marinerte Oliven 420g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070439008406,Foodbroker as Peppermyntegele 425g Lisa 425 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070439008581,Foodbroker as Tyttebær Nyrørte 365g Lisa 365 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070467508626,JTS Gourmet Orujo Oliven Olje,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070471203180,Vestfold Fugl Salatkjøtt Kylling,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070472010503,SPESIALGROSSISTEN AS Per's Kjøkken Snabb Ungarsk 260g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
7070472010602,Pers Kjøkken AS Italiensk Spekepølse 260 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
