ean13,description,created_at,modified_at
9786555872231,Sorvete de Banoff fit,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786556172613,365 desenho para colorir,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786557632437,Editora scipione Livro de história Jovens Sapiens 7 ano 1kg,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786564382240,Croquant pacane-érable,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786571379622,Potassium,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786573022434,Orgran Quinoa crispibread 125g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786599021503,Triplo cheeseburguer - Mcdonalds,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
