ean13,description,created_at,modified_at
9793515857313,Huile vierge de coco,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9793525220039,Corsica gelateria Glace nutella corse,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
