ean13,description,created_at,modified_at
9781107661592,Cambridge University Press Complete First for Schools Student's Book with Answers with CD-ROM,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9781107695641,Cambridge University Press Cambridge IELTS 8 With Answers,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9781108720472,Fff cgg,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9781119982623,Book,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9781197020002,O’Donnell’s Bake house Family Chunky Beef Pie,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9781197720001,O’Donnell’s Bakehouse Family Beef Pie,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
