ean13,description,created_at,modified_at
9791121263092,Kirei 160g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9791125883289,Anna & Clara's magic minis,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
