ean13,description,created_at,modified_at
9783007201601,Casa do Pão Panettone de Frutas 500 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783033048874,LOLA Bier,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783035507805,Nerds,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783060067664,Mathematik,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783060362578,Cornelsen Marc Proulx - Hartford Moves 1 Stück,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783060820085,der die das,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9783064521094,Cornelsen english textbook,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
