ean13,description,created_at,modified_at
9787111210702,DUMBBELL 1KG,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9787111210726,DUMBBELL 5KG,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9787111210764,DUMBBELL 6KG,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9787111210771,DUMBBELL 10KG SET,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
