ean13,description,created_at,modified_at
9786722528923,Safi Activia 180,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786741379629,Tasty High Protein Quick Basil Beef Curry,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786757264322,CASE IPHONE 8 PLUS OI,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9786774754370,Нежный краб,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9786778898988,JOHNSON'S NMT SHMP500ML+COND500ML,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9786799973350,Zeeuws Meisje Plantaardig 250 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
