ean13,description,created_at,modified_at
9784601379529,Bonjour Afrique Attièkè,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9784638029862,La vache qui rit Smeerkaas,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9784674075465,Rosy Reds Pomegranate Arils,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
