ean13,description,created_at,modified_at
9790123456785,Growth oil,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790123880528,nacho cheese sauce 100g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790175897000,Autour du riz Miso,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790178206779,Continente Wakame,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790197213093,Wasabi Tartare saumon,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
