ean13,description,created_at,modified_at
9790975277347,Memoir '44,2026-09-16T17:53:12Z,2026-09-16T17:53:12Z
9790975560128,Réel Super jus poire,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790997898988,J'S SHNY SHM 500ML+COND SPRAY200ML,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
