ean13,description,created_at,modified_at
9797800379627,ÜLTJE ERDNÜSSE UNGESALZEN 20 x 50g 1pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9797804779621,MINERALWASSER SAN PELLEGRINO 24pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
