ean13,description,created_at,modified_at
9798190659429,Flour Tortillas,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9798199475105,"Ritzbury Choco-La 1, 90g",2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
