ean13,description,created_at,modified_at
9797534848123,Test 1pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9797539933343,Kohberh Kartoffel sandwich brød,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
