ean13,description,created_at,modified_at
9793461806168,Barebells Sunny Strawberry,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9793470360293,GRANDWICH milanesa de peceto a la napolitana,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9793473839338,Bageta šunková,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
