ean13,description,created_at,modified_at
9784367379627,أنناس,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9784373832437,Organic turkey half sandwich,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
