ean13,description,created_at,modified_at
9790345125049,pro plan adult small&mini 9+ 3kg,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790345678958,Carbon's Italian Kitchen Classic Potato Gnocchi,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790345766006,Milo Energy cereal 320g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790360028301,Maggi ungarisches Gulasch 1pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790376849822,Nestlé Cranberries Amandes,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
