ean13,description,created_at,modified_at
9785435164312,CASE AIR POD I DISCOVERY,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
9785444805121,"Новое литературное образование это было навсегда, пока не кончилось",2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9785470999245,Carrefour Salami Danois,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9785475169223,CASE IPHONE X I DISCOVERY,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
