ean13,description,created_at,modified_at
9798444046661,Gatorade Uva 500 ml,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9798467442716,Freshona Mélange de légumes vapeur,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9798482477694,seeded snackers chilli and lime,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
