ean13,description,created_at,modified_at
9790800379628,CHAMPAGNE MOET ON ICE 1pcs,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9790887986566,J&J BABY WASH 500MLX2 20% OFF,2026-09-17T13:43:43Z,2026-09-17T13:43:43Z
