ean13,description,created_at,modified_at
9787357450009,Mayonnaise de Dijon,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9787374385667,Nescafe Gold 50g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
9787377574365,Vergers Gourmands Compote pomme fraise banane 400 g,2026-09-16T17:42:53Z,2026-09-16T17:42:53Z
